,uJAVA,F0378,F0395,F0410,F0430,gSDSS,F0515,rSDSS,F0660,iSDSS,F0861,zSDSS
0,19.39517682254653,19.107317750103224,19.10951980886984,18.32285992333204,18.22576977055212,17.534210092382903,17.52820617933002,16.735660777129148,16.809990224508603,16.34322451152596,16.339618060005716,16.127685404140404
1,18.1651276422255,18.087056853445297,17.659771046955864,17.765053962992155,17.20749094230877,16.24463658968775,16.234409314563813,15.51898903607346,15.648121259338202,15.146553797441378,15.08259040207345,14.870923297601676
2,19.571395158005593,19.68758315453388,19.769843809081852,19.847807291036887,18.93911090040414,18.591065029693823,18.346852816855495,17.631500551011186,17.681580876055964,17.264817497746368,17.12584810382227,16.948485718094464
3,17.49343308825207,17.44929615350327,17.08960044052627,17.0601310612969,16.778945651066966,15.750634065310734,15.7122782245197,15.033225608113698,15.152707563430429,14.65627384032116,14.597117163074836,14.402672211444777
4,19.768709920352904,19.519598841923052,19.923636974917876,19.019622297320026,19.00879022642584,18.05159247655768,17.94102587442595,17.285479733673313,17.35230811021926,16.919512994674918,16.86929714620521,16.64612592908441
5,17.731073424930948,17.689582432811182,17.416104974195143,17.35476575926526,16.85544973677827,16.0931924912563,16.0935182678511,15.389529340443664,15.540631330926157,15.063050430281713,15.027545634434412,14.817833095875084
6,19.484865854049524,19.323933556072507,18.491289407218574,18.472868300079465,18.85730737560045,17.404217579916534,17.412010167002176,16.644856231403878,16.695940508448192,16.229373721588,16.20987204139756,15.97120631266904
7,16.340016127401206,16.276025888267952,16.11067693889146,15.671147243846283,15.335620791057153,14.56962020102785,14.605400019694502,13.88336344900401,13.981435702501791,13.507104933576795,13.470395892226309,13.259155514883071
8,18.641011362359624,18.49477225410283,18.264634680662635,18.322432427139738,18.167279071727236,16.977492651754563,16.858107118217934,16.167074308599638,16.228269726677713,15.749288118556935,15.679727954466191,15.442058461890447
9,16.048185513559375,15.915408297249419,15.869777086119795,15.341228315667095,14.98392943012935,14.176740656576722,14.204924435216576,13.471174575542289,13.567977249986646,13.08700830836251,13.0420713295764,12.827109055219927
10,19.030054836744743,18.767974865344595,18.55760798229786,18.595197077037504,17.884913590422272,16.936658371605557,16.971746227174457,16.207336753787164,16.29016909134471,15.79239104223414,15.728717045863302,15.502825676653247
11,16.998118184649574,16.88335543273343,16.749183579715453,16.23413089864211,15.936850559377596,15.067825986381305,15.033033454536206,14.28782967653285,14.371589756929607,13.867404983853348,13.793850288196259,13.570054313325576
12,18.859974304521078,18.51757770436728,18.82375272999016,17.757660735887175,18.29027166501974,16.923827514441587,16.84826789276511,16.08538447267683,16.134372511955462,15.667010709219259,15.607428929094361,15.408951085362204
13,20.882888196806697,22.422142671609592,20.110070482951922,19.4515355737739,19.936788872694304,18.4834570696215,18.36492282010313,17.558522993776915,17.656592692555517,17.143474287907505,17.027206676535442,16.806413003909224
14,13.568893814832306,13.552881837695944,13.426294261053236,12.67772348771419,12.655191180683873,11.84886725526862,11.999840662374478,11.220666847620027,11.341924183528432,10.838462955411826,10.830389166508166,10.59374713318697
15,18.87365536160177,18.866368926117616,18.719644853540153,18.598287143571827,18.454644511757408,17.23558628051396,17.1433318456863,16.434871881830777,16.476258443535013,16.067945098948563,16.02128329855098,15.807997986436078
16,15.713801809440426,15.645434906722603,15.676281719625095,14.884424477673965,14.726808864812092,13.857249817566034,13.931468602779498,13.169269158472808,13.26421352944517,12.77986688151445,12.756531511322175,12.525704443978649
17,18.98981438009099,18.75075293221827,18.644715747941905,18.148984484891994,18.302084693186696,17.045041609880663,16.9501474798533,16.26194764042666,16.292054634558546,15.85831896744321,15.807776401407592,15.572885407264039
18,18.376218772489434,18.303197693190192,18.110235781503594,18.0868769858606,17.81612859439985,16.799651481330365,16.816965968059076,16.083981509348547,16.1746594380869,15.707997440220105,15.602561496256165,15.455542817644522
19,18.42703312336959,18.551417754903103,18.248606734310226,18.072276875360345,17.507618722280384,16.607097752988377,16.595972741672174,15.873226448011113,16.007379830168045,15.482563023497882,15.439149542643035,15.210991031302452
20,19.31494429918018,19.49593850772013,19.185077316429435,18.11788939148694,18.524015202028774,17.523925803881564,17.506201955264732,16.734464985003488,16.763129910026258,16.3193759454774,16.274429688291956,16.051493613126667
21,17.998538144777623,17.735012364275267,17.71049542286264,17.258103735038393,16.987759116050942,16.184425707071806,16.230942458766915,15.447241177801926,15.58000172300471,15.090401361595761,15.006710532160499,14.831220085846137
22,19.590160099046003,19.731719322042764,19.73276615757999,19.019451076024495,18.76438338649741,17.794153658408707,17.61102109503865,16.8608614040109,16.93083467516804,16.436006425154744,16.34782452126385,16.12164520496768
23,19.613553251276777,19.66094326143284,18.644760403337024,19.385895382668615,18.97600437055371,17.855454214370546,17.64209505141991,17.014647620917533,17.069207243314757,16.599589650120883,16.51969591873364,16.391380985137772
24,18.86062456043713,18.658952743943004,18.489127751807672,18.465701076716172,17.76900636314076,16.9823165277262,16.96652246739097,16.23703878477887,16.369242343146464,15.862903842525968,15.785742749238166,15.604303517045368
25,18.71685511013247,18.924637840379674,18.522910865441414,18.377665001712522,18.017757839995223,16.960313261857557,16.944512320692763,16.18266889793211,16.276236201166032,15.78570227867117,15.733893234585597,15.51012264944993
26,16.940852195065386,17.07591385385519,16.667898022016526,16.455228178295478,15.96521164806838,15.179510007304364,15.158403733551527,14.451275692218754,14.557416845145271,14.050266610791217,13.988454393014992,13.791455957836764
27,17.61945047798841,17.707920495926427,17.293736859259695,17.332068111817165,16.94508619515325,16.0263391066984,15.998474464335127,15.251186339534291,15.376534891456144,14.874518228165998,14.80832681611373,14.607215791709521
28,16.564868366524475,16.53506773937903,16.55036308943783,15.782367121105597,15.554213041665074,14.788604231679514,14.834944276291184,14.11809553926497,14.209905729523511,13.736899736562963,13.715365358702863,13.487334798655809
29,18.145488046353393,18.02229773290008,17.92135214112231,17.648806498901312,17.009025014235913,16.308152098461463,16.27630078297924,15.536829517676653,15.66072448577813,15.147952660200813,15.087538598816337,14.894446240465745
30,19.385499011922622,18.94295656564631,19.34707396932499,18.626018463108732,18.566493127709858,17.340888558296513,17.224170831288003,16.455171661524236,16.50021611535028,16.026642470002763,15.940838004056854,15.750057363601142
31,18.28031083624486,18.035309038637923,17.807204979285288,18.333598378872452,17.33692740233835,16.518742590543226,16.516370075719575,15.794225929744382,15.93055717938892,15.434904718064983,15.379966322042243,15.173615833352036
32,19.57633874282705,19.43983556636899,19.294451888964414,18.86544495731943,18.66247638050343,17.773201358481536,17.73896154654868,17.028289388646957,17.123404609177463,16.658490098914115,16.601244175986295,16.390630799991538
33,19.318544534533128,19.26237693111214,18.907082947910645,18.529478373407443,18.32144483572671,17.2274013791023,17.24403426337502,16.444925278184765,16.525199381557684,16.072850962380397,16.048288687125,15.833589777660851
34,19.4800616864448,20.41591668562879,18.861229498008743,19.576813686363508,18.90622011972183,18.011449745397442,17.866411401547097,17.205583058338874,17.25131669837191,16.801265623405147,16.721750484577637,16.540941975667454
35,17.719290015826843,17.990059365604093,17.617978365889645,17.578926938063105,16.947572876026605,16.252219502106797,16.16396946365513,15.512487096833194,15.603902380538678,15.152480963006404,15.08954929747666,14.904879645803017
36,19.526788220087596,18.947960670748987,19.57289479598994,18.87121110239882,19.366730875362812,17.977873918803585,17.93183650184009,17.181610795298344,17.245714092784073,16.79575721341821,16.74095527322315,16.527441767656985
37,19.490456681995607,18.79463452867261,19.50179141366039,20.149575374057537,19.12799434817678,17.68478459192872,17.621671167619525,16.8077049265307,16.842472847964732,16.401735957897866,16.346806195362504,16.104631624378023
38,18.57690899941995,18.703234771098554,18.19826684217492,18.302093327234807,17.645213338183613,16.87417791699634,16.840658747467593,16.135177518679363,16.258264734931,15.757502542707474,15.641388100489182,15.475229407520095
39,19.10630232266892,19.145843764699777,18.82097432147589,17.717502931823645,18.372001483018984,17.156922903338486,17.109129153088812,16.367779364237798,16.42466827418129,15.955608799963716,15.908690194773683,15.680152406440804
40,17.533048796008497,17.379464500064092,17.23519411647062,16.711232772793515,16.3587137633549,15.60536400381313,15.625788064232802,14.904514986596507,15.009132537272096,14.51357611474959,14.477641014533758,14.267660345385378
41,18.457478734658537,18.1621496133266,18.227761091032708,17.720763330027722,17.17631353765565,16.3954257547823,16.3113643659343,15.673186270184098,15.768184773528423,15.280100690551766,15.182113440282121,15.036329033642295
42,19.254463119046907,19.424436281357682,18.911772134055393,18.590842192836533,18.42870306859036,17.295397503733277,17.228585821878177,16.49589634787112,16.57386142803671,16.093723604090883,16.02039355115168,15.81219283832558
43,19.592427692573,19.227086499444685,18.912512626231834,18.666079000770296,18.443356574983387,17.342032067437355,17.335238344063846,16.604809997416428,16.66515556816315,16.215958447654067,16.18169538237388,15.96046366661083
44,19.37195397451067,19.57048878388489,18.672355941558134,19.41873801658399,18.38896387143164,17.38161347942603,17.44066066052707,16.726186621493625,16.785428157612476,16.321199403474896,16.20319489794134,16.043263472537816
45,16.8611310063126,16.72712283437716,16.721270697388643,16.296774106969696,15.97819740441891,15.159562514568966,15.211704695207699,14.487327601080647,14.5918338320971,14.122088343084812,14.083126262001151,13.864496069603998
46,19.908483407178746,19.525287073207046,20.045224177066434,19.21636918032486,18.96424664863332,17.720244069570597,17.60787542691065,16.927839106450037,16.985338557541663,16.514059431415493,16.479541378096997,16.2606835400889
47,17.99369577598914,18.427079455445433,18.000355813189504,17.95454427127037,17.504743800131624,16.436459645464808,16.430365644458618,15.65382145695522,15.756533605528313,15.258006505077294,15.189811612655909,15.008509600793559
48,19.106321594424767,19.323853714422793,18.979744376636518,18.65212603723598,18.79260833784471,17.382498867868165,17.256264276171372,16.598414589347584,16.65844724948091,16.179533626684837,16.139737353236526,15.923475305693538
49,19.36696323504831,19.570058984255745,18.80406702442005,18.49256269825873,19.095003935809032,17.369209139544417,17.253072796082268,16.46526011771062,16.544693226776513,16.085885250981967,16.03675474933257,15.763705323403588
50,16.993358196191767,16.913773429488636,16.861609156340347,16.094129194099363,15.935408848482577,15.143817669019132,15.191797840857552,14.44525893974839,14.533355606112675,14.037889224211114,13.985552560664155,13.791233799661093
51,19.857162096689695,19.797915084579955,18.037905750184276,19.476672371415603,18.70085253782649,17.96287793652298,17.97312153222176,17.145228418101226,17.204958288692488,16.740186789969353,16.62798987603886,16.413682500866628
